Site Name(Office),Raised Time,Alarm Code,Cleared Time,Duration(hh:mm:ss),Severity,NE,Alarm Type,Root Alarm Indicator,Location,NE Type,Specific Problem,Remark,ADMC Alarm,Repeated Count,Alarm Object Type,Alarm Object DN,Board Type,Alarm Object ID,Site ID(Office),Alarm Object Name,ACK State,System Type,Probable Cause,Product,Alarm AID,Additional NE,Additional Location,Changed Time,Additional Information,(Un)ACK User ID,(Un)ACK System ID,(Un)ACK Time,(Un)ACK Information,Clear User ID,Clear System ID,Clear Type,Clear Info,Comment,Comment User ID,Comment System ID,Comment Time,Alarm ID,NE IP,Link,NE Group,NE Agent,Related Service(s),Create Type,Threshold Information,Maintenance State,Raised Logging Time,Cleared Logging Time
Northendexch-BU5094-U,12/14/2020 14:50,Cell is out of service(199083022),12/14/2020 14:53,0:03:04,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=2,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1231;  Cell ID:12312;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:2;  User plane resource Unit ID:4;  the Module No. of the board:1;  Unit No. of the board:2;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:9,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12312",CDR,12312,1231,Northendexch-BU5094-U $ 12312,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863954,Northendexch-BU5094-U(1231),,,Site ID(Office) : 1231; Site Name(Office) : Northendexch-BU5094-U; Alarm Object Type : CELL; Alarm Object ID : 12312; Alarm Object Name : Northendexch-BU5094-U $ 12312; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:44,12/14/2020 14:47
Nkulumane2-BU1748-U,12/14/2020 14:41,NodeB is out of service(199083023),12/14/2020 14:51,0:10:16,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=2,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:1611;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1611; Logic Position:System No.:0,Module No.:5,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=1611",CDR,1611,1611,Nkulumane2-BU1748-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863858,,,,Site ID(Office) : 1611; Site Name(Office) : Nkulumane2-BU1748-U; Alarm Object Type : NODEB; Alarm Object ID : 1611; Alarm Object Name : Nkulumane2-BU1748-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:36,12/14/2020 14:46
CowdaryPark2-BU1716-U,12/14/2020 14:05,Link between OMM and NE broken(198099803),12/14/2020 14:51,0:46:37,Critical,CowdaryPark2-BU1716-U(1602),Communications Alarm,,,ME(MO SDR),,"U RNCId: 4; IP: 10.30.2.30, OMC channel is abnormal; U nodeBId:1602",No,,SDR,"SubNetwork=4,MEID=1602",,1602,1602,CowdaryPark2-BU1716-U,Unacknowledged,Wireless Public Alarm(20402),Connection establishment error(566),UMTS,0,,,,Site ID(Office) : 1602; Site Name(Office) : CowdaryPark2-BU1716-U; Alarm Object Type : SDR; Alarm Object ID : 1602; Alarm Object Name : CowdaryPark2-BU1716-U; Board Type : ; ,,,,,,,Normal,,,,,,1.5859E+12,10.30.2.30,,"SDRMGR_V4 OMMB,Harare V4 OMMB(4)",SDRMGR_V4 OMMB,,,,,12/14/2020 13:59,12/14/2020 14:46
CowdrayPark-BU0024-U,12/14/2020 14:48,Cell is out of service(199083022),12/14/2020 14:51,0:03:07,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=6,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1224;  Cell ID:12241;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:4;  the Module No. of the board:1;  Unit No. of the board:6;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:3,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12241",CDR,12241,1224,CowdrayPark-BU0024-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863939,CowdrayPark-BU0024-U(1224),,,Site ID(Office) : 1224; Site Name(Office) : CowdrayPark-BU0024-U; Alarm Object Type : CELL; Alarm Object ID : 12241; Alarm Object Name : CowdrayPark-BU0024-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:46
CowdrayPark-BU0024-U,12/14/2020 14:48,Cell is out of service(199083022),12/14/2020 14:51,0:03:07,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=6,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1224;  Cell ID:12243;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:41;  the Module No. of the board:1;  Unit No. of the board:6;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:3,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12243",CDR,12243,1224,CowdrayPark-BU0024-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863941,CowdrayPark-BU0024-U(1224),,,Site ID(Office) : 1224; Site Name(Office) : CowdrayPark-BU0024-U; Alarm Object Type : CELL; Alarm Object ID : 12243; Alarm Object Name : CowdrayPark-BU0024-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:46
CowdrayPark-BU0024-U,12/14/2020 14:48,Cell is out of service(199083022),12/14/2020 14:51,0:03:07,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=6,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1224;  Cell ID:12242;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:93;  the Module No. of the board:1;  Unit No. of the board:6;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:3,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12242",CDR,12242,1224,CowdrayPark-BU0024-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863940,CowdrayPark-BU0024-U(1224),,,Site ID(Office) : 1224; Site Name(Office) : CowdrayPark-BU0024-U; Alarm Object Type : CELL; Alarm Object ID : 12242; Alarm Object Name : CowdrayPark-BU0024-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:46
Railton-BU1751-U,12/14/2020 14:41,NodeB is out of service(199083023),12/14/2020 14:51,0:09:37,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:1613;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1613; Logic Position:System No.:0,Module No.:7,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=1613",CDR,1613,1613,Railton-BU1751-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863859,,,,Site ID(Office) : 1613; Site Name(Office) : Railton-BU1751-U; Alarm Object Type : NODEB; Alarm Object ID : 1613; Alarm Object Name : Railton-BU1751-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:36,12/14/2020 14:45
CowdaryPark2-BU1716-U,12/14/2020 14:02,NodeB is out of service(199083023),12/14/2020 14:51,0:48:25,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:1602;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1602; Logic Position:System No.:0,Module No.:8,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=1602",CDR,1602,1602,CowdaryPark2-BU1716-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863632,CowdaryPark2-BU1716-U(1602),,,Site ID(Office) : 1602; Site Name(Office) : CowdaryPark2-BU1716-U; Alarm Object Type : NODEB; Alarm Object ID : 1602; Alarm Object Name : CowdaryPark2-BU1716-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 13:57,12/14/2020 14:45
Richmond-BU5099-U,12/14/2020 14:47,Cell is out of service(199083022),12/14/2020 14:51,0:03:19,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1277;  Cell ID:12771;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:43;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12771",CDR,12771,1277,Richmond-BU5099-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863926,Richmond-BU5099-U(1277),,,Site ID(Office) : 1277; Site Name(Office) : Richmond-BU5099-U; Alarm Object Type : CELL; Alarm Object ID : 12771; Alarm Object Name : Richmond-BU5099-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:45
Richmond-BU5099-U,12/14/2020 14:47,Cell is out of service(199083022),12/14/2020 14:51,0:03:19,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1277;  Cell ID:12773;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:88;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12773",CDR,12773,1277,Richmond-BU5099-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863928,Richmond-BU5099-U(1277),,,Site ID(Office) : 1277; Site Name(Office) : Richmond-BU5099-U; Alarm Object Type : CELL; Alarm Object ID : 12773; Alarm Object Name : Richmond-BU5099-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:45
Richmond-BU5099-U,12/14/2020 14:47,Cell is out of service(199083022),12/14/2020 14:51,0:03:19,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1277;  Cell ID:12772;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:28;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12772",CDR,12772,1277,Richmond-BU5099-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863927,Richmond-BU5099-U(1277),,,Site ID(Office) : 1277; Site Name(Office) : Richmond-BU5099-U; Alarm Object Type : CELL; Alarm Object ID : 12772; Alarm Object Name : Richmond-BU5099-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:45
Steeldale-BU0430-U,12/14/2020 14:44,Cell is out of service(199083022),12/14/2020 14:50,0:06:00,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1249;  Cell ID:12491;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:57;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12491",CDR,12491,1249,Steeldale-BU0430-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863878,Steeldale-BU0430-U(1249),,,Site ID(Office) : 1249; Site Name(Office) : Steeldale-BU0430-U; Alarm Object Type : CELL; Alarm Object ID : 12491; Alarm Object Name : Steeldale-BU0430-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:39,12/14/2020 14:45
Steeldale-BU0430-U,12/14/2020 14:44,Cell is out of service(199083022),12/14/2020 14:50,0:06:00,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1249;  Cell ID:12494;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:77;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12494",CDR,12494,1249,Steeldale-BU0430-U-4,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863881,Steeldale-BU0430-U(1249),,,Site ID(Office) : 1249; Site Name(Office) : Steeldale-BU0430-U; Alarm Object Type : CELL; Alarm Object ID : 12494; Alarm Object Name : Steeldale-BU0430-U-4; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:39,12/14/2020 14:45
Steeldale-BU0430-U,12/14/2020 14:44,Cell is out of service(199083022),12/14/2020 14:50,0:05:56,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1249;  Cell ID:12492;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:86;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12492",CDR,12492,1249,Steeldale-BU0430-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863879,Steeldale-BU0430-U(1249),,,Site ID(Office) : 1249; Site Name(Office) : Steeldale-BU0430-U; Alarm Object Type : CELL; Alarm Object ID : 12492; Alarm Object Name : Steeldale-BU0430-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:39,12/14/2020 14:45
Steeldale-BU0430-U,12/14/2020 14:44,Cell is out of service(199083022),12/14/2020 14:50,0:05:56,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1249;  Cell ID:12493;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:61;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12493",CDR,12493,1249,Steeldale-BU0430-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863880,Steeldale-BU0430-U(1249),,,Site ID(Office) : 1249; Site Name(Office) : Steeldale-BU0430-U; Alarm Object Type : CELL; Alarm Object ID : 12493; Alarm Object Name : Steeldale-BU0430-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:39,12/14/2020 14:45
Steeldale-BU0430-U,12/14/2020 14:44,Cell is out of service(199083022),12/14/2020 14:50,0:05:56,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1249;  Cell ID:12495;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:76;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12495",CDR,12495,1249,Steeldale-BU0430-U-5,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863882,Steeldale-BU0430-U(1249),,,Site ID(Office) : 1249; Site Name(Office) : Steeldale-BU0430-U; Alarm Object Type : CELL; Alarm Object ID : 12495; Alarm Object Name : Steeldale-BU0430-U-5; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:39,12/14/2020 14:45
Steeldale-BU0430-U,12/14/2020 14:44,Cell is out of service(199083022),12/14/2020 14:50,0:05:56,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1249;  Cell ID:12496;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:88;  the Module No. of the board:1;  Unit No. of the board:13;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:7,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12496",CDR,12496,1249,Steeldale-BU0430-U-6,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863883,Steeldale-BU0430-U(1249),,,Site ID(Office) : 1249; Site Name(Office) : Steeldale-BU0430-U; Alarm Object Type : CELL; Alarm Object ID : 12496; Alarm Object Name : Steeldale-BU0430-U-6; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:39,12/14/2020 14:45
Mpopoma-BU0138-U,12/14/2020 14:47,Cell is out of service(199083022),12/14/2020 14:50,0:03:08,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:2215;  Cell ID:12155;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:12;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12155",CDR,12155,2215,Mpopoma-BU0138-U-5,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863933,Mpopoma-BU0138-U(2215),,,Site ID(Office) : 2215; Site Name(Office) : Mpopoma-BU0138-U; Alarm Object Type : CELL; Alarm Object ID : 12155; Alarm Object Name : Mpopoma-BU0138-U-5; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:45
Mpopoma-BU0138-U,12/14/2020 14:47,Cell is out of service(199083022),12/14/2020 14:50,0:03:07,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:2215;  Cell ID:12151;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:34;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12151",CDR,12151,2215,Mpopoma-BU0138-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863929,Mpopoma-BU0138-U(2215),,,Site ID(Office) : 2215; Site Name(Office) : Mpopoma-BU0138-U; Alarm Object Type : CELL; Alarm Object ID : 12151; Alarm Object Name : Mpopoma-BU0138-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:45
Mpopoma-BU0138-U,12/14/2020 14:47,Cell is out of service(199083022),12/14/2020 14:50,0:03:07,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:2215;  Cell ID:12154;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:50;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12154",CDR,12154,2215,Mpopoma-BU0138-U-4,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5863932,Mpopoma-BU0138-U(2215),,,Site ID(Office) : 2215; Site Name(Office) : Mpopoma-BU0138-U; Alarm Object Type : CELL; Alarm Object ID : 12154; Alarm Object Name : Mpopoma-BU0138-U-4; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/14/2020 14:42,12/14/2020 14:45
